bin_15min,obs_rate,perm_mean,perm_lo,perm_hi,p_2sided,n_attempts
12.5,15.120967741935484,15.203629032257968,10.080645161290322,20.161290322580644,1.0,2976.0
12.75,3.3400133600534403,4.388443553773558,3.3400133600534403,5.0100200400801596,0.3531,2994.0
13.0,13.289036544850498,12.034219269102628,9.966777408637872,14.119601328903654,0.2657,6020.0
13.25,18.16420440784694,18.48583192056123,14.53136352627755,21.797045289416324,1.0,4129.0
13.5,11.084426380934786,11.841585072973048,9.237021984112323,14.779235174579716,0.7349,5413.0
13.75,19.68503937007874,20.193282480314334,15.994094488188976,23.375984251968507,1.0,4064.0
14.0,20.389669234254644,21.692946684791657,18.879323365050595,24.920706841866785,0.4455,6621.0
14.25,20.07226013649137,17.653352067442704,14.050582095543959,21.07587314331594,0.2749,4982.0
14.5,20.681785765226074,20.361859934387837,17.115960633290545,23.534445870774498,1.0,7011.0
14.75,16.666666666666668,17.690925925924486,13.88888888888889,21.296296296296298,0.6451,5400.0
15.0,28.62751513168657,31.779322754784015,27.809586127924096,35.17094716178636,0.1318,6113.0
15.25,25.32561505065123,19.881452001928274,15.67776169802219,24.1196333815726,0.0058,4146.0
15.5,19.651401230348597,18.951982228295858,15.379357484620643,22.214627477785374,0.8142,5852.0
15.75,20.0424428200896,15.313015798161734,11.78967224711153,20.0424428200896,0.0332,4241.0
16.0,22.164475695505963,22.45383674717163,19.10730663405686,25.221644756955058,1.0,6542.0
16.25,25.170801869830996,25.970334412081375,21.574973031283708,30.564545127651925,0.8383,5562.0
16.5,24.2306760358614,21.413133026412048,16.96147322510298,25.44220983765447,0.2424,4127.0
16.75,15.527950310559005,11.911490683229754,7.058159232072275,16.93958215697346,0.1863,3542.0
17.0,33.103051237766266,23.715169833044744,18.71042026482441,28.785261945883708,0.0002,3474.0
17.25,23.485204321277596,14.26655706904556,7.045561296383278,21.136683889149836,0.0283,2129.0
17.5,30.48780487804878,18.82333119383821,12.836970474967906,25.67394094993581,0.0013,3116.0
17.75,22.20248667850799,21.593028419184336,15.541740674955594,28.863232682060392,1.0,2252.0
18.0,19.09722222222222,18.7437499999999,13.88888888888889,24.305555555555557,1.0,2880.0
18.25,21.13271344040575,24.333474218090977,12.679628064243449,38.03888419273035,0.7405,1183.0
18.5,42.420814479638004,40.055429864254236,33.93665158371041,48.07692307692308,0.7341,1768.0
18.75,15.24390243902439,15.243902439021648,15.24390243902439,15.24390243902439,,656.0
19.0,35.15625,30.053125,19.53125,39.0625,0.4542,1280.0
19.25,22.988505747126435,11.71724137931153,0.0,34.48275862068965,,435.0
19.5,0.0,0.0,0.0,0.0,,318.0
19.75,23.58490566037736,4.133254716981006,0.0,23.58490566037736,,424.0
20.0,29.940119760479043,19.874251497006952,0.0,59.880239520958085,,167.0
20.25,53.763440860215056,48.190860215046804,26.881720430107528,80.64516129032258,,186.0
20.5,0.0,10.077433628318666,0.0,44.24778761061947,,226.0
20.75,0.0,6.345454545454388,0.0,22.727272727272727,,220.0
21.0,0.0,,,,,0.0
21.25,0.0,,,,,0.0
21.5,0.0,,,,,0.0
21.75,0.0,0.0,0.0,0.0,,113.0
22.0,0.0,,,,,0.0
22.25,0.0,0.0,0.0,0.0,,20.0
22.5,0.0,0.0,0.0,0.0,,175.0
22.75,0.0,,,,,0.0
23.0,0.0,0.0,0.0,0.0,,149.0
23.25,0.0,,,,,0.0
23.5,0.0,,,,,0.0
23.75,0.0,0.0,0.0,0.0,,82.0
