competitionId,eventId,round_number,local_hour,timezone,roundTypeId,bin_15min
NxNinHanoi2024,666,1,9.75,Asia/Ho_Chi_Minh,d,9.75
SnoCoGoesBacktoSquare12021,333,1,9.75,America/Los_Angeles,1,9.75
DutchNationals2023,555,1,9.75,Europe/Amsterdam,d,9.75
BelgradeOpen2024,555,1,9.75,Europe/Belgrade,d,9.75
VillaalCuboOpen2022,666,1,9.75,America/Bogota,d,9.75
VermontCubikon2023,333,1,9.75,America/New_York,1,9.75
GibraltarOpen2025,333,1,9.75,Europe/Gibraltar,1,9.75
SouthernChampionship2025,333,1,9.75,America/Chicago,1,9.75
MinervaGuadalajara2023,555,1,9.75,America/Monterrey,d,9.75
DFWCubingFiestaSeptember2018,333,1,9.75,America/Chicago,1,9.75
IITKharagpurSpringOpen2024,333,1,9.75,Asia/Kolkata,1,9.75
SouthernChampionship2024,333,3,9.75,America/Chicago,3,9.75
MiLyonOpen2025,444,1,9.75,Europe/Paris,d,9.75
DFWCubingSpring2025,555,1,9.75,America/Chicago,d,9.75
KublordagJonkopingIV2024,333,1,9.75,Europe/Stockholm,1,9.75
KublordagJonkopingVIII2025,333,1,9.75,Europe/Stockholm,1,9.75
AthensSummerBreakA2024,333,1,9.75,Europe/Athens,d,9.75
AthensSummerBreakB2024,333,1,9.75,Europe/Athens,d,9.75
KublordagVasterasV2024,333,1,9.75,Europe/Stockholm,1,9.75
NSWOpen2022,444,1,9.75,Australia/Sydney,d,9.75
NSWOpen2022,333,1,9.75,Australia/Sydney,1,9.75
SoutheastTexasWinter2019,333,1,9.75,America/Chicago,1,9.75
AmritaNewcomersTwistathon2025,333,1,9.75,Asia/Kolkata,1,9.75
LytteltonNewcomerRumble2024,333,1,9.75,Pacific/Auckland,1,9.75
ChernivtsiOpen2024,333,1,9.75,Europe/Kiev,1,9.75
ChernivtsiOpen2024,444,1,9.75,Europe/Kiev,d,9.75
AmoreAmorebietaOpen2025,333,2,9.75,Europe/Madrid,2,9.75
VictorianOpen2022,444,1,9.75,Australia/Melbourne,d,9.75
VIDCubingHatillo2024,444,1,9.75,America/Costa_Rica,c,9.75
VieniaCubareinPuglia2025,555,1,9.75,Europe/Rome,c,9.75
AmritaCubeOpen2025,333,1,9.75,Asia/Calcutta,1,9.75
AMorninginCambridge2024,333,1,9.75,America/New_York,1,9.75
ColomboMatrixOpen2023,333,1,9.75,Asia/Colombo,1,9.75
MusicCitySpeedsolving2019,555,1,9.75,America/New_York,c,9.75
AmoreOpen2024,333,2,9.75,Europe/Madrid,2,9.75
AmoreOpen2023,333,2,9.75,Europe/Madrid,2,9.75
SonvicoSpring2025,333,1,9.75,Europe/Zurich,1,9.75
SouthDakotaPlayhouse2025,444,1,9.75,America/Chicago,d,9.75
SouthCoastSpring2022,333,1,9.75,Australia/Sydney,1,9.75
ChernivtsiOpen2025,333,1,9.75,Europe/Kyiv,1,9.75
DutchNationals2022,555,1,9.75,Europe/Brussels,d,9.75
DutchNationals2019,555,1,9.75,Europe/Amsterdam,d,9.75
ChernivtsiOpen2025,555,1,9.75,Europe/Kyiv,c,9.75
SouthAmericanChampionship2018,444,1,9.75,America/Sao_Paulo,d,9.75
CantonCubeDay2023,333,1,9.75,America/New_York,1,9.75
BeginnersSampaLuck2024,333,1,9.75,Asia/Manila,1,9.75
BeginnerBlindJohannesburg2025,333,1,9.75,Africa/Johannesburg,1,9.75
MarshallMiddleSlice2022,333,1,9.75,America/Los_Angeles,1,9.75
1aLordagskubeniVasteras2024,333,1,9.75,Europe/Stockholm,1,9.75
PlanetaDoSaber2019,555,1,9.75,America/Fortaleza,c,9.75
CubingAroundMetrotown2023,333,1,9.833333333333334,America/Los_Angeles,1,9.75
HangzhouAutumn2019,333,1,9.833333333333334,Asia/Shanghai,1,9.75
HappyBSTUCubingDays2019,333,1,9.833333333333334,Europe/Minsk,1,9.75
RheinlandPfalzOpen2025,333,1,9.833333333333334,Europe/Berlin,1,9.75
RheinNeckarOpen2022,666,1,9.833333333333334,Europe/Berlin,c,9.75
OxenteOpen2025,333,1,9.833333333333334,America/Bahia,1,9.75
ZhuyuangangOpen2019,555,2,9.833333333333334,Asia/Taipei,2,9.75
LawrenceSummer2025,333,1,9.833333333333334,America/Chicago,1,9.75
BelgradeOpen2024,333,1,9.833333333333334,Europe/Belgrade,1,9.75
ChengduSpringOpen2025,555,1,9.833333333333334,Asia/Shanghai,d,9.75
DFWCubingSummer2025,555,1,9.833333333333334,America/Chicago,d,9.75
BulldogFall2023,666,1,9.833333333333334,America/New_York,c,9.75
NoviSadWinter2022,666,1,9.833333333333334,Europe/Belgrade,c,9.75
OsterhojOpen2019,555,1,9.833333333333334,Europe/Copenhagen,c,9.75
RodenpoisOpen2023,333,1,9.833333333333334,Europe/Riga,1,9.75
BrilliantBallarat2023,333,2,9.833333333333334,Australia/Lord_Howe,2,9.75
CubosinVencon2025,333,1,9.833333333333334,Europe/Rome,1,9.75
ZvornikSummer2024,444,1,9.833333333333334,Europe/Sarajevo,d,9.75
HongKongCubeDay2025,333,1,9.833333333333334,Asia/Hong_Kong,1,9.75
CanberraAutumn2022,333,1,9.833333333333334,Australia/Sydney,1,9.75
ZagrebOpen2025,666,1,9.833333333333334,Europe/Zagreb,c,9.75
ZGZOpen2023,555,1,9.833333333333334,Europe/Madrid,c,9.75
2x2inaMadisonLodge2022,333,1,9.833333333333334,America/Chicago,1,9.75
MartelliOpenOtono2019,333,2,9.833333333333334,America/Argentina/Buenos_Aires,2,9.75
ZadarOpen2025,555,1,9.833333333333334,Europe/Zagreb,d,9.75
ZvornikOpen2023,444,1,9.833333333333334,Europe/Sarajevo,d,9.75
HanoiCOPOpen2024,333,1,9.833333333333334,Asia/Ho_Chi_Minh,1,9.75
50AnosCubeandoAvesMaria2024,444,2,9.833333333333334,America/Bogota,f,9.75
MegaminxFiestaAugustow2025,333,1,9.833333333333334,Europe/Warsaw,1,9.75
CreweFavourites2025,333,1,9.833333333333334,Europe/London,d,9.75
WestFriesOpen2022,444,1,9.833333333333334,Europe/Amsterdam,d,9.75
WestChesterFall2022,333,1,9.833333333333334,America/New_York,1,9.75
WelcometoMurmansk2019,333,1,9.833333333333334,Europe/Kaliningrad,1,9.75
WelcometoMurmansk2021,333,1,9.833333333333334,Europe/Moscow,1,9.75
BrilliantBallarat2023,333,1,9.833333333333334,Australia/Lord_Howe,1,9.75
BrilliantBallarat2022,333,1,9.833333333333334,Australia/Melbourne,1,9.75
DavisSummer2024,333,1,9.833333333333334,America/Los_Angeles,1,9.75
HungarianOpen2024,555,1,9.833333333333334,Europe/Budapest,d,9.75
HungarianOpen2023,555,1,9.833333333333334,Europe/Budapest,d,9.75
RunawayBayMaySunday2023,333,1,9.833333333333334,Australia/Brisbane,1,9.75
DavisFall2024,333,1,9.833333333333334,America/Los_Angeles,1,9.75
Oruroalcubo2019,555,1,9.833333333333334,America/La_Paz,d,9.75
DavisSpring2025,333,1,9.833333333333334,America/Los_Angeles,1,9.75
OrebroOpen2025,333,1,9.833333333333334,Europe/Berlin,1,9.75
ManchesterSpring2024,333,1,9.833333333333334,Europe/London,d,9.75
MandurahMayhem2023,333,1,9.833333333333334,Australia/Perth,1,9.75
MandurahMadness2025,333,1,9.833333333333334,Australia/Perth,1,9.75
PilznointheMirror2024,333,1,9.833333333333334,Europe/Warsaw,1,9.75
AlbaceteAgoraOpen2025,555,1,9.833333333333334,Europe/Madrid,c,9.75
EnergyCubeTomaszowMazowiecki2024,333,1,9.833333333333334,Europe/Warsaw,1,9.75
WaterlooFavouritesB2023,666,1,9.833333333333334,America/Toronto,c,9.75
EncantoSoachaII2024,666,1,9.833333333333334,America/Bogota,1,9.75
KeepPortlandWeird2022,666,1,9.833333333333334,America/Los_Angeles,d,9.75
CountryRoadsHuntington2023,333,1,9.833333333333334,America/Detroit,1,9.75
WarmUpatgatewayklia22024,666,1,9.833333333333334,Asia/Kuala_Lumpur,d,9.75
VorarlbergOpen2019,333,1,9.833333333333334,Europe/Vienna,1,9.75
EssexWinter2022,333,1,9.833333333333334,Europe/London,d,9.75
HalifaxFavourites2023,666,1,9.833333333333334,America/Glace_Bay,f,9.75
RubiGuanajuato2025,333,2,9.833333333333334,America/Mexico_City,2,9.75
SalitrealCuboBogota2025,555,1,9.833333333333334,America/Bogota,c,9.75
BoliviaNationals2024,666,1,9.833333333333334,America/La_Paz,d,9.75
OpendeGatineauB2023,333,1,9.833333333333334,America/New_York,1,9.75
BoltonSpring2025,333,1,9.833333333333334,Europe/London,d,9.75
BoltonSpring2024,333,1,9.833333333333334,Europe/London,d,9.75
IcelandicNationals2021,444,1,9.833333333333334,Atlantic/Reykjavik,d,9.75
BoltonSummer2024,333,1,9.833333333333334,Europe/London,1,9.75
HorseCity2021,555,1,9.833333333333334,Europe/Kiev,d,9.75
AlphaCubingB2023,555,1,9.833333333333334,America/New_York,d,9.75
VirginiaChampionship2023,333,1,9.833333333333334,America/New_York,1,9.75
AltonaAlgorithms2024,333,1,9.833333333333334,Australia/Melbourne,1,9.75
VilniusAmanita2023,666,1,9.833333333333334,Europe/Vilnius,d,9.75
AlbaceteOpen2023,333,2,9.833333333333334,Europe/Madrid,2,9.75
AlbaceteOpen2023,333,1,9.833333333333334,Europe/Madrid,1,9.75
AlbanySummerSolving2023,333,1,9.833333333333334,Australia/Perth,1,9.75
WAStateChampionship2025,555,1,9.833333333333334,Australia/Perth,d,9.75
ManchesterSpring2025,333,1,9.833333333333334,Europe/London,d,9.75
WarmUpStockholm2022,333,1,9.833333333333334,Europe/Stockholm,1,9.75
KublordagUppsalaI2025,333,1,9.833333333333334,Europe/Stockholm,1,9.75
VibraSocialCundinama2024,333,1,9.833333333333334,America/Bogota,1,9.75
CorkSpring2023,333,1,9.833333333333334,Europe/Dublin,d,9.75
MinervaZapopan2025,333,1,9.833333333333334,America/Mexico_City,1,9.75
CampeonatoBaianode3x32025,333,1,9.833333333333334,America/Bahia,1,9.75
DutchMasters2020,555,1,9.833333333333334,Europe/Amsterdam,d,9.75
KublordagJonkopingVII2025,333,1,9.833333333333334,Europe/Berlin,1,9.75
VegasCubingCupSummer2024,333,1,9.833333333333334,America/Los_Angeles,1,9.75
ManchesterAugust2024,333,1,9.833333333333334,Europe/London,d,9.75
AndorranChampionship2024,333,2,9.833333333333334,Europe/Andorra,2,9.75
JapanChampionship2019,333,1,9.833333333333334,Asia/Tokyo,d,9.75
EssexSpring2023,333,1,9.833333333333334,Europe/London,d,9.75
MongoliaOpen2019,444,1,9.833333333333334,Asia/Ulaanbaatar,d,9.75
UoSMCubeOpenSOR2025,666,1,9.833333333333334,Asia/Kuching,d,9.75
UPBPLLCocha2024,333,1,9.833333333333334,America/La_Paz,1,9.75
DutchMasters2019,555,1,9.833333333333334,Europe/Amsterdam,d,9.75
ItsSarzanaOClock2024,333,1,9.833333333333334,Europe/Rome,1,9.75
ValenciaArenaOpen2025,444,1,9.833333333333334,Europe/Madrid,d,9.75
MinxvilleIndiana2024,333,1,9.833333333333334,America/Indiana/Marengo,1,9.75
DublinWinterSolving2025,555,1,9.833333333333334,Europe/Dublin,d,9.75
KoelnerKubing2023,555,1,9.833333333333334,Europe/Amsterdam,d,9.75
KuldigasPavasaris2025,333,1,9.833333333333334,Europe/Riga,1,9.75
Missoula2021,333,1,9.833333333333334,America/Boise,1,9.75
KublordagUppsalaII2025,333,1,9.833333333333334,Europe/Stockholm,1,9.75
ContaCubesCartago2025,444,1,9.833333333333334,America/Costa_Rica,c,9.75
MololoaOpen2025,333,1,9.833333333333334,America/Mazatlan,1,9.75
FinnishChampionship2024,333,2,9.833333333333334,Europe/Helsinki,2,9.75
BothellSpring2022,333,1,9.833333333333334,America/Los_Angeles,1,9.75
RutaValencianaIVSueca2024,333,2,9.833333333333334,Europe/Madrid,2,9.75
BorupgaardAutumn2021,333,1,9.833333333333334,Europe/Copenhagen,1,9.75
SanJuanII2023,333,1,9.833333333333334,America/Bogota,1,9.75
SanJuanCubing2023,444,1,9.833333333333334,America/Lima,c,9.75
DeerfieldWinter2022,333,1,9.833333333333334,America/New_York,1,9.75
Deck92023,333,1,9.833333333333334,Europe/Helsinki,f,9.75
HarvestMoonCapeTown2024,333,2,9.833333333333334,Africa/Johannesburg,2,9.75
LishuiOpen2025,333,1,9.833333333333334,Asia/Shanghai,1,9.75
GuangdongOpen2018,666,1,9.833333333333334,Asia/Shanghai,d,9.75
BogotaChampionship2019,666,1,9.833333333333334,America/Bogota,d,9.75
SanDiegoBigCub2024,666,1,9.833333333333334,America/Los_Angeles,d,9.75
PotosiSpring2019,444,1,9.833333333333334,America/La_Paz,c,9.75
UNSASpeedcubingOtono2024,444,2,9.833333333333334,America/Lima,f,9.75
UnivalleCubing2022,666,1,9.833333333333334,America/La_Paz,d,9.75
UnifranzSantaCruz2019,666,1,9.833333333333334,America/La_Paz,c,9.75
UlaanbaatarSpring2025,333,1,9.833333333333334,Asia/Ulaanbaatar,1,9.75
MotavitaBoyaca2024,333,1,9.833333333333334,America/Bogota,1,9.75
FLIPOpen11RoadtoEuros2024,555,1,9.833333333333334,Europe/Paris,f,9.75
CubestuffCenturionQ32024,333,1,9.833333333333334,Africa/Johannesburg,1,9.75
UsinskPolarCube2019,333,1,9.833333333333334,Europe/Kaliningrad,1,9.75
USMPenangCube2019,333,1,9.833333333333334,Asia/Kuala_Lumpur,1,9.75
UrnietaOpen2024,333,2,9.833333333333334,Europe/Madrid,2,9.75
MallorcaOpen2022,666,1,9.833333333333334,Europe/Paris,c,9.75
MofunlandCruiseOpen2023,444,1,9.833333333333334,Asia/Singapore,d,9.75
MuddWinter2020,333,2,9.833333333333334,America/Los_Angeles,2,9.75
PragueOpen2022,333,1,9.833333333333334,Europe/Prague,1,9.75
CarolinaClockStravaganza2018,333,1,9.833333333333334,America/New_York,1,9.75
ArraialdoCubo2019,333,1,9.833333333333334,America/Eirunepe,1,9.75
ColoradoCubingWeekend2025,444,2,9.833333333333334,America/Denver,f,9.75
UFBA2023,444,1,9.833333333333334,America/Fortaleza,c,9.75
UFBAV2024,333,1,9.833333333333334,America/Bahia,1,9.75
UFBAIV2024,333,1,9.833333333333334,America/Bahia,1,9.75
MalagaAlCubo2024,333,1,9.833333333333334,America/Bogota,1,9.75
MumbaiTwistathon2025,333,1,9.833333333333334,Asia/Calcutta,1,9.75
AthensCubingStarterPack2024,333,1,9.833333333333334,Europe/Athens,d,9.75
UPBPLLCocha2024,666,1,9.833333333333334,America/La_Paz,d,9.75
UPBCubing2024,333,1,9.833333333333334,America/La_Paz,d,9.75
CFLSieradz2018,444,1,9.833333333333334,Europe/Warsaw,c,9.75
CubesMastersZhytomyr2021,333,1,9.833333333333334,Europe/Uzhgorod,1,9.75
DouvrinOpen2023,444,1,9.833333333333334,Europe/Paris,d,9.75
CubingKnightsV2023,333,1,9.833333333333334,America/New_York,1,9.75
FloripaOpen2023,333,1,9.833333333333334,America/Sao_Paulo,1,9.75
CzechChampionship2024,555,1,9.833333333333334,Europe/Prague,d,9.75
PetrinjaCubeDay2022,333,1,9.833333333333334,Europe/Zagreb,1,9.75
CubingMGLColdestCapital2025,333,1,9.833333333333334,Asia/Ulaanbaatar,1,9.75
AtoutcubesOpen2019,555,1,9.833333333333334,Europe/Paris,1,9.75
TurninOffalyFast2024,555,1,9.833333333333334,Europe/Dublin,d,9.75
MYHMIndonesianChampionship2023,444,1,9.833333333333334,Asia/Jakarta,d,9.75
TuamOpenSunday2022,333,1,9.833333333333334,Europe/Dublin,d,9.75
Mainzelcubing2025,333,1,9.833333333333334,Europe/Berlin,1,9.75
MairenaOpen2023,333,2,9.833333333333334,Europe/Madrid,2,9.75
TTownShowdown2022,333,1,9.833333333333334,America/Chicago,1,9.75
TorrelavegaOpen2023,555,1,9.833333333333334,Europe/Madrid,c,9.75
ColegioAstherOpen2025,333,1,9.833333333333334,America/Sao_Paulo,1,9.75
TomskCubeDays2019,555,1,9.833333333333334,Asia/Novosibirsk,d,9.75
TokyoSpringAM2025,333,1,9.833333333333334,Asia/Tokyo,1,9.75
CerrillosalCubo2022,555,1,9.833333333333334,America/Santiago,c,9.75
DebicaCubingWinter2025,333,1,9.833333333333334,Europe/Warsaw,1,9.75
SaskatooNxN2025,666,1,9.833333333333334,America/Regina,f,9.75
SavoieOpen2019,666,1,9.833333333333334,Europe/Paris,f,9.75
SchnelleSolvesSiegen2024,555,1,9.833333333333334,Europe/Berlin,d,9.75
RCubersLaPaz2022,333,1,9.833333333333334,America/La_Paz,1,9.75
ParaisoaoCuboIIDC2024,333,2,9.833333333333334,America/Sao_Paulo,2,9.75
ParaisoSummerDC2025,444,1,9.833333333333334,America/Sao_Paulo,d,9.75
CobbCubesandClocks2024,444,1,9.833333333333334,America/New_York,d,9.75
NanchangSpring2024,333,1,9.833333333333334,Asia/Shanghai,1,9.75
NapervilleFall2025,555,1,9.833333333333334,America/Chicago,d,9.75
LuoyangSpring2025,333,1,9.833333333333334,Asia/Shanghai,1,9.75
GreatLakesChampionship2023,555,1,9.833333333333334,America/New_York,d,9.75
SerbianOpen2023,666,1,9.833333333333334,Europe/Belgrade,c,9.75
HasseltSaturdayOpen2025,444,1,9.833333333333334,Europe/Brussels,d,9.75
RamenskoeOpen2019,333,1,9.833333333333334,Europe/Moscow,1,9.75
ParaisoWinterDC2025,666,1,9.833333333333334,America/Sao_Paulo,d,9.75
RancaguaOpen2023,555,1,9.833333333333334,America/Santiago,c,9.75
BigCubeBattleofWaterloo2025,444,1,9.833333333333334,America/Chicago,d,9.75
SegundoAldeillaOpen2024,444,2,9.833333333333334,Europe/Madrid,2,9.75
MairenaOpen2023,333,1,9.833333333333334,Europe/Madrid,1,9.75
Cube4funinJaroslaw2023,444,2,9.833333333333334,Europe/Warsaw,2,9.75
LakeGeorge2024,444,1,9.833333333333334,America/New_York,1,9.75
CMTGlenwoodSprings2023,333,1,9.833333333333334,America/Denver,d,9.75
PerthSummer2023,333,1,9.833333333333334,Australia/Perth,1,9.75
BackiPetrovacOpen2019,333,1,9.833333333333334,Europe/Belgrade,1,9.75
DontPopPreble2024,333,1,9.833333333333334,America/Detroit,1,9.75
BackToBelgrade2021,333,1,9.833333333333334,Europe/Belgrade,1,9.75
TeclaCubeOpen2019,444,1,9.833333333333334,America/El_Salvador,d,9.75
ThreeRoundsAventura2023,444,1,9.833333333333334,America/Bogota,d,9.75
NacionalesUruguayas2024,555,2,9.833333333333334,America/Montevideo,f,9.75
NacionalesUruguayas2024,666,1,9.833333333333334,America/Montevideo,c,9.75
HudiksvallOpen2023,666,1,9.833333333333334,Europe/Stockholm,f,9.75
DeqingBigCubesSummer2024,333,1,9.833333333333334,Asia/Shanghai,1,9.75
ShenyangSpring2025,333,1,9.833333333333334,Asia/Shanghai,1,9.75
GreatLakesChampionship2023,666,1,9.833333333333334,America/New_York,d,9.75
InnovaSchoolsMosquera2024,333,1,9.833333333333334,America/Bogota,1,9.75
TCGSpacelVSantaAnita2025,444,1,9.833333333333334,America/Lima,d,9.75
LongjumOpen2025,555,1,9.833333333333334,Europe/Paris,d,9.75
TassieSummer2025,333,1,9.833333333333334,Australia/Hobart,1,9.75
NemoconCundinamarca2024,333,1,9.833333333333334,America/Bogota,1,9.75
DontFailKinsale2024,333,1,9.833333333333334,Europe/Dublin,1,9.75
ClockerupiOtterup2025,333,1,9.833333333333334,Europe/Copenhagen,1,9.75
TaoyuanAirportCubeDay2023,333,1,9.833333333333334,Asia/Taipei,1,9.75
NewcastleuponTyneSummer2025,333,1,9.833333333333334,Europe/London,d,9.75
FSUbers1002025,333,1,9.833333333333334,America/New_York,1,9.75
FrozenLakeConstance2023,666,1,9.833333333333334,Europe/Berlin,c,9.75
PskovOpen2019,333,1,9.833333333333334,Europe/Moscow,1,9.75
CzechowiceDziedziceOpen2025,555,1,9.833333333333334,Europe/Warsaw,d,9.75
Perth10YearAnniversary2021,333,1,9.833333333333334,Australia/Perth,1,9.75
TaiwanChampionship2023,333,1,9.833333333333334,Asia/Taipei,1,9.75
TaiwanChampionship2022,333,2,9.833333333333334,Asia/Taipei,2,9.75
OgulinOpen2024,333,1,9.833333333333334,Europe/Zagreb,1,9.75
OhioStateFall2024,333,1,9.833333333333334,America/New_York,1,9.75
NZNorthIslandChampionship2024,555,2,9.833333333333334,Pacific/Auckland,f,9.75
GrazOpen2024,333,1,9.833333333333334,Europe/Vienna,1,9.75
BudapestOpen2019,666,1,9.833333333333334,Europe/Budapest,d,9.75
LiverpoolWinter2023,333,1,9.833333333333334,Europe/London,d,9.75
ShowgroundShowdown2021,333,1,9.833333333333334,Australia/Perth,1,9.75
OahuOhanaCubing2023,444,1,9.833333333333334,Pacific/Honolulu,d,9.75
KirkkonummenKuutionvaantelyt2024,333,2,9.833333333333334,Europe/Helsinki,2,9.75
LandvetterColdOpen2025,333,1,9.833333333333334,Europe/Berlin,1,9.75
LanyangOpen2019,333,2,9.833333333333334,Asia/Taipei,2,9.75
TaipeiWinterOpen2018,333,1,9.833333333333334,Asia/Taipei,1,9.75
CashmereOpen2023,666,1,9.833333333333334,Pacific/Auckland,d,9.75
CashewCubing2022,333,1,9.833333333333334,America/Chicago,1,9.75
TagumCityOpen2024,333,1,9.833333333333334,Asia/Manila,1,9.75
FundacionAnayJoseBogota2024,333,1,9.833333333333334,America/Bogota,1,9.75
BalkanOpen2023,333,1,9.833333333333334,Europe/Belgrade,1,9.75
CiuLaManchaOpen2025,444,1,9.833333333333334,Europe/Madrid,d,9.75
NewYorkChampionship2024,333,1,9.833333333333334,America/New_York,1,9.75
BamaBigCubes2024,333,1,9.833333333333334,America/Chicago,1,9.75
DonBoscoCubing2023,333,1,9.833333333333334,America/La_Paz,1,9.75
DonBoscoCubing2023,666,1,9.833333333333334,America/La_Paz,d,9.75
GaleriasBogotaII2024,444,1,9.833333333333334,America/Bogota,d,9.75
KansasCityKrazyCubing2022,333,1,9.833333333333334,America/Chicago,1,9.75
Cicero2023,333,1,9.833333333333334,America/New_York,1,9.75
SuNxNterSpeedcubing2025,333,1,9.833333333333334,Asia/Jakarta,1,9.75
LElianaOpen2025,555,1,9.833333333333334,Europe/Madrid,c,9.75
SerbianChampionship2024,333,1,9.833333333333334,Europe/Belgrade,1,9.75
NxNDiTella2024,333,2,9.833333333333334,America/Argentina/Buenos_Aires,2,9.75
ChellesOpen2024,555,1,9.833333333333334,Europe/Paris,c,9.75
HasseltSundayOpen2025,444,1,9.833333333333334,Europe/Brussels,d,9.75
HawaiianIslandTourHilo2025,333,1,9.833333333333334,Pacific/Honolulu,1,9.75
QYMongolianChampionship2024,333,1,9.833333333333334,Asia/Ulaanbaatar,1,9.75
BudapestOpen2020,666,1,9.833333333333334,Europe/Budapest,d,9.75
SlovakianSpring2019,666,1,9.833333333333334,Europe/Bratislava,c,9.75
SkowheganSpookfest2024,555,1,9.833333333333334,America/New_York,c,9.75
DesafioMaipuNxN2024,666,1,9.833333333333334,America/Santiago,c,9.75
LaPazSurvivors2022,666,1,9.833333333333334,America/La_Paz,c,9.75
GasteizOpen2025,333,2,9.833333333333334,Europe/Madrid,2,9.75
BarbyCubeOpen2018,555,1,9.833333333333334,Europe/Paris,d,9.75
ChristmasCubingBreda2024,555,1,9.833333333333334,Europe/Brussels,c,9.75
BarbyCube2024,666,1,9.833333333333334,Europe/Paris,f,9.75
Pulmapelipaivat2022,333,1,9.833333333333334,Europe/Helsinki,d,9.75
NJITSpring2023,555,1,9.833333333333334,America/New_York,c,9.75
NOCubeDay2023,333,1,9.833333333333334,Europe/Vienna,1,9.75
StOliversSpeedySunday2023,333,1,9.833333333333334,Australia/Melbourne,1,9.75
ChorzowCubingDays2025,333,1,9.833333333333334,Europe/Warsaw,1,9.75
BarpetaWinterCubeOpen2024,333,1,9.833333333333334,Asia/Kolkata,d,9.75
BASC32LIVESSF2022,444,1,9.833333333333334,America/Los_Angeles,d,9.75
LaSillaVMonterrey2025,444,2,9.833333333333334,America/Monterrey,2,9.75
BASC50Berkeley2023,333,1,9.833333333333334,America/Los_Angeles,1,9.75
DiabloCubingOruro2023,333,1,9.833333333333334,America/La_Paz,1,9.75
StevenageNewcomersSunday2024,333,1,9.833333333333334,Europe/London,1,9.75
StevenageNewcomersSat2024,333,1,9.833333333333334,Europe/London,1,9.75
PBSmashathonDelhi2019,666,1,9.833333333333334,Asia/Kolkata,c,9.75
CatoCubingCochabamba2024,666,1,9.833333333333334,America/La_Paz,d,9.75
PDXCubingforCauses2020,444,1,9.833333333333334,America/Los_Angeles,c,9.75
CubingSimpleinTemple2025,333,1,9.833333333333334,America/Chicago,1,9.75
StevenageBeginnersSepB2024,333,1,9.833333333333334,Europe/London,1,9.75
StevenageBeginnersSepA2024,333,1,9.833333333333334,Europe/London,1,9.75
SSLFinalUppsala2023,333,1,9.833333333333334,Europe/Stockholm,1,9.75
BavarianOpen2023,666,1,9.833333333333334,Europe/Berlin,c,9.75
GoxGoKyoto2023,333,1,9.833333333333334,Asia/Tokyo,d,9.75
NSWStateChampionship2025,333,2,9.833333333333334,Australia/Sydney,2,9.75
NSWCentralWestWinter2022,333,1,9.833333333333334,Australia/Sydney,1,9.75
HawaiiBigIslandWinter2025,444,1,9.833333333333334,Pacific/Honolulu,c,9.75
HawaiiBigIslandSummer2024,555,1,9.833333333333334,Pacific/Honolulu,c,9.75
SOSOshawa2023,333,1,9.833333333333334,America/Toronto,1,9.75
GiocAostaCubeOpen2025,333,1,9.833333333333334,Europe/Rome,1,9.75
SolvinginSavannah2025,333,1,9.833333333333334,America/New_York,1,9.75
Solvermalm2024,333,1,9.833333333333334,Europe/Stockholm,1,9.75
SolvinginSale2022,333,1,9.833333333333334,Australia/Melbourne,1,9.75
KharkivOpen2019,333,1,9.833333333333334,Europe/Kiev,1,9.75
BeaconhouseMalaysiaCubeOpen2019,333,1,9.833333333333334,Asia/Kuching,1,9.75
BegastriOpen2025,444,1,9.833333333333334,Europe/Madrid,d,9.75
BegastriOpen2023,333,1,9.833333333333334,Europe/Madrid,1,9.75
BayAreaSpeedcubin232020,555,1,9.833333333333334,America/Los_Angeles,c,9.75
PyraXmasDelacuesta2023,333,1,9.833333333333334,America/Bogota,1,9.75
HCHS10thAnniversary2019,333,1,9.833333333333334,Asia/Taipei,1,9.75
HCHSWinterOpen2024,333,1,9.833333333333334,Asia/Taipei,1,9.75
SpeedcuberPeruIILima2023,333,1,9.833333333333334,America/Lima,1,9.75
LasVegasSpring2019,444,1,9.833333333333334,America/Los_Angeles,c,9.75
KarkiOpen2024,333fm,1,9.833333333333334,Europe/Riga,f,9.75
NortheastChampionship2022,555,4,9.833333333333334,America/New_York,f,9.75
BattleforBelgradeII2025,333,1,9.833333333333334,Europe/Belgrade,1,9.75
NorthernLightsCoimbatore2023,666,1,9.833333333333334,Asia/Kolkata,c,9.75
BrasiliaWinter2019,333,1,9.833333333333334,America/Sao_Paulo,1,9.75
OshawaFavourites2022,666,1,9.833333333333334,America/Toronto,c,9.75
AjaxFirstTimers2022,333,1,9.833333333333334,America/Toronto,1,9.75
PllouvaraOpen2023,333,1,9.833333333333334,Europe/Brussels,1,9.75
HongKongCubeDay2024,333,1,9.833333333333334,Asia/Hong_Kong,1,9.75
MeathAutumn2023,333,1,9.833333333333334,Europe/Dublin,d,9.75
AcrosstheWoodsKentuckyB2023,333,1,9.833333333333334,America/Kentucky/Louisville,1,9.75
CroatianChampionship2025,333,1,9.833333333333334,Europe/Zagreb,1,9.75
CroatianChampionship2024,333,1,9.833333333333334,Europe/Zagreb,1,9.75
EdenBogotaIII2025,555,1,9.833333333333334,America/Bogota,d,9.75
RopaziMiniOpen2024,333,1,9.833333333333334,Europe/Riga,1,9.75
LowerMorelandWinter2019,444,1,9.833333333333334,America/New_York,d,9.75
