bin_15min,obs_rate,perm_mean,perm_lo,perm_hi,p_2sided,n_attempts
12.5,15.14692517418964,34.15934565283151,25.244875290316067,42.91628799353731,0.0,19806.0
12.75,7.0691361515622795,8.061407229370857,2.3563787171874266,11.781893585937132,1.0,21219.0
13.0,25.035765379113016,25.468049594659927,20.26704816404387,29.80448259418216,1.0,41940.0
13.25,20.138669121666332,23.723496072960536,17.261716389999712,30.208003682499495,0.3843,34759.0
13.5,23.441686015359885,26.135917128062506,20.09287372745133,32.37185211644936,0.4726,44792.0
13.75,20.820802294915097,20.244413084717724,15.037246101883126,25.447647249340676,1.0,43226.0
14.0,29.52378140592247,33.887765344985304,28.78568687077441,39.11901036284728,0.1283,67742.0
14.25,27.28244974572757,27.009843507866275,20.734661806752953,32.73893969487308,1.0,45817.0
14.5,33.02073702285035,31.442534483084508,25.473139989055987,37.737985168971825,0.6676,52997.0
14.75,40.36908881199539,40.54286812764411,33.64090734332949,47.097270280661284,1.0,52020.0
15.0,24.43707453307733,24.054983417699464,18.327805899807995,29.673590504451038,1.0,57290.0
15.25,29.211295034079843,23.15741642323853,17.3103970572325,29.211295034079843,0.07,46215.0
15.5,34.23698216564475,30.660618133150653,24.899623393196176,36.57132185875689,0.2402,64258.0
15.75,33.830262297300344,26.83799815061218,19.170481968470195,33.85845418254768,0.0748,44339.0
16.0,32.34571095872687,27.254496053823082,21.255752915734803,34.19403729922555,0.1291,54103.0
16.25,33.37226764558652,24.304784152940517,16.68613382279326,32.180400943958425,0.0213,41951.0
16.5,56.60284490820495,34.908451050841556,25.840429197224,44.29787862381257,0.0,40634.0
16.75,28.76188542618347,27.41532162555353,20.302507359658918,35.5293878794031,0.8415,29553.0
17.0,37.777519469952345,27.325932814134656,18.888759734976173,36.324537951877254,0.0208,34412.0
17.25,52.95080388947723,28.498844709733415,16.847983055742755,40.91653027823241,0.0001,20774.0
17.5,40.68348250610252,21.99492653041571,11.965730148853684,33.504044416790315,0.0007,20893.0
17.75,75.57436517533253,68.524788391776,52.90205562273277,86.91051995163241,0.4995,13232.0
18.0,60.25548324897565,55.2261589137947,40.17032216598377,72.30657989877079,0.6395,12447.0
18.25,30.73770491803279,23.97182377048891,10.245901639344263,35.86065573770492,0.4604,9760.0
18.5,49.49269982677555,37.589705518434165,18.55976243504083,55.67928730512249,0.3731,8082.0
18.75,50.8440105755542,22.262558470611634,10.168802115110841,40.675208460443365,,4917.0
19.0,39.04724716907458,24.211245607184154,0.0,48.809058961343226,,5122.0
19.25,27.63957987838585,19.93366500829414,0.0,55.2791597567717,,1809.0
19.5,0.0,7.373307543520439,0.0,19.342359767891683,,2585.0
19.75,0.0,0.0,0.0,0.0,,1444.0
20.0,0.0,0.0,0.0,0.0,,966.0
20.25,106.38297872340426,86.10638297871387,53.19148936170213,159.57446808510636,,940.0
20.5,96.71179883945841,125.90909090910647,96.71179883945841,193.42359767891682,,517.0
20.75,0.0,0.0,0.0,0.0,,638.0
21.0,124.53300124533001,52.098381070988076,0.0,186.79950186799502,,803.0
21.25,0.0,0.0,0.0,0.0,,117.0
21.5,0.0,,,,,0.0
21.75,0.0,,,,,0.0
22.0,231.48148148148147,231.4814814815044,231.48148148148147,231.48148148148147,,216.0
22.25,0.0,0.0,0.0,0.0,,173.0
22.5,0.0,,,,,0.0
22.75,0.0,,,,,0.0
23.0,0.0,0.0,0.0,0.0,,434.0
23.25,0.0,,,,,0.0
23.5,0.0,0.0,0.0,0.0,,168.0
23.75,0.0,0.0,0.0,0.0,,74.0
