bin_15min,obs_rate,perm_mean,perm_lo,perm_hi,p_2sided,n_attempts
18.25,29.419456066945607,14.767586297071597,6.53765690376569,26.15062761506276,0.0138,30592.0
18.5,26.231801687579242,15.519608271760747,4.371966947929874,30.603768635509113,0.2458,22873.0
18.75,12.71051795360661,9.850015888147412,0.0,25.42103590721322,1.0,15735.0
19.0,24.08671216378964,27.93014853472499,8.028904054596547,56.202328382175835,1.0,12455.0
19.25,29.792939073439594,17.184567257560083,0.0,44.68940861015939,,6713.0
19.5,41.00041000410004,25.045100451006704,0.0,61.50061500615006,,4878.0
19.75,24.03846153846154,4.540865384615304,0.0,24.03846153846154,,4160.0
20.0,0.0,5.8288626609442735,0.0,26.824034334763947,,3728.0
20.25,0.0,2.729166666666693,0.0,34.72222222222222,,2880.0
20.5,59.347181008902076,29.228486646882228,0.0,118.69436201780415,,1685.0
20.75,0.0,0.0,0.0,0.0,,1134.0
21.0,0.0,2.43951612903228,0.0,40.32258064516129,,2480.0
21.25,625.0,137.75,0.0,625.0,,160.0
21.5,105.82010582010582,35.407407407405664,0.0,105.82010582010582,,945.0
21.75,0.0,0.0,0.0,0.0,,230.0
22.0,0.0,0.0,0.0,0.0,,480.0
22.25,0.0,0.0,0.0,0.0,,185.0
22.5,0.0,0.0,0.0,0.0,,550.0
22.75,0.0,0.0,0.0,0.0,,65.0
23.0,0.0,0.0,0.0,0.0,,240.0
23.25,0.0,0.0,0.0,0.0,,350.0
23.5,0.0,0.0,0.0,0.0,,100.0
23.75,0.0,0.0,0.0,0.0,,210.0
